aadi:0.8450980400142568:6,0.8450980400142568; 
atra:0.8450980400142568:6,1.0994978993353877; 
atraccin:0.8450980400142568:6,0.8450980400142568; 
atract:0.8450980400142568:6,1.0994978993353877; 
atrad:0.8450980400142568:6,1.0994978993353877; 
atragant:0.8450980400142568:6,0.8450980400142568; 
atraj:0.8450980400142568:6,1.0994978993353877; 
atrap:0.3979400086720376:1,0.3979400086720376; 3,0.5177318877571058; 5,0.3979400086720376; 6,0.8974631602386176; 
atrav:0.8450980400142568:6,1.5027121365481173; 
atraves:0.47712125471966244:6,1.1079801836376573; 1,0.47712125471966244; 4,0.47712125471966244; 
atravies:0.8450980400142568:6,0.8450980400142568; 
atrayndol:0.8450980400142568:6,0.8450980400142568; 
atrev:0.8450980400142568:6,1.5027121365481173; 
atrever:0.8450980400142568:6,0.8450980400142568; 
atrevi:0.8450980400142568:6,1.2483122772269866; 
atron:0.8450980400142568:6,1.4357962207073829; 
atropell:0.8450980400142568:6,1.4357962207073829; 
atrs:0.8450980400142568:6,2.3714971959410414; 
aturd:0.8450980400142568:6,1.8626974772987799; 
audaci:0.8450980400142568:6,1.0994978993353877; 
audibl:0.8450980400142568:6,0.8450980400142568; 
aull:0.8450980400142568:6,2.1603262330819777; 
aument:0.8450980400142568:6,1.8390104579201128; 
aun:0.8450980400142568:6,2.0115118551903786; 
ausenci:0.8450980400142568:6,0.8450980400142568; 
ausent:0.8450980400142568:6,1.3538977586565184; 
autobs:0.8450980400142568:6,1.6901960800285136; 
autor:0.8450980400142568:6,0.8450980400142568; 
autoritari:0.8450980400142568:6,0.8450980400142568; 
autoriz:0.8450980400142568:6,1.0994978993353877; 
auxili:0.8450980400142568:6,1.0994978993353877; 
ava:0.8450980400142568:6,0.8450980400142568; 
avalanch:0.8450980400142568:6,1.3538977586565184; 
avanc:0.8450980400142568:6,0.8450980400142568; 
avanz:0.8450980400142568:6,1.725176957126657; 
avecin:0.8450980400142568:6,1.2483122772269866; 
aventur:0.6020599913279624:6,0.6020599913279624; 2,0.6020599913279624; 
avergonz:0.8450980400142568:6,1.6515265144397162; 
averig:0.8450980400142568:6,1.0994978993353877; 
averigu:0.8450980400142568:6,1.608297617977649; 
avis:0.8450980400142568:6,1.7571119958692483; 
avisndol:0.8450980400142568:6,0.8450980400142568; 
avisp:0.8450980400142568:6,0.8450980400142568; 
aviv:0.8450980400142568:6,0.8450980400142568; 
axil:0.8450980400142568:6,0.8450980400142568; 
ay:0.8450980400142568:6,1.2483122772269866; 
ayud:0.3424226808222063:0,0.5057998199405678; 2,0.44550217894536387; 3,0.3424226808222063; 5,0.3424226808222063; 6,0.956178248223642; 
ayudndol:0.6020599913279624:6,0.7832981079068755; 3,0.6020599913279624; 
azar:0.8450980400142568:6,1.5592887372501953; 
azor:0.8450980400142568:6,0.8450980400142568; 
azul:0.8450980400142568:6,1.7571119958692483; 
baar:0.8450980400142568:6,0.8450980400142568; 
bab:0.8450980400142568:6,1.0994978993353877; 
babos:0.8450980400142568:6,1.2483122772269866; 
baby:0.8450980400142568:6,0.8450980400142568; 
bach:0.8450980400142568:6,0.8450980400142568; 
bailarin:0.8450980400142568:6,0.8450980400142568; 
baj:0.6020599913279624:6,1.5855059955287083; 0,0.6020599913279624; 
bajit:0.8450980400142568:6,1.3538977586565184; 
bal:0.8450980400142568:6,1.7571119958692483; 
balanc:0.8450980400142568:6,1.3538977586565184; 
balance:0.8450980400142568:6,1.3538977586565184; 
balancendos:0.8450980400142568:6,1.0994978993353877; 
balbuc:0.8450980400142568:6,1.2483122772269866; 
balbuce:0.8450980400142568:6,0.8450980400142568; 
balin:0.8450980400142568:4,0.8450980400142568; 
ballen:0.8450980400142568:6,0.8450980400142568; 
balrog:0.8450980400142568:4,1.0994978993353877; 
banc:0.8450980400142568:6,1.5592887372501953; 
band:0.8450980400142568:6,1.2483122772269866; 
bander:0.8450980400142568:6,1.0994978993353877; 
banquet:0.8450980400142568:6,1.0994978993353877; 
bao:0.8450980400142568:6,1.3538977586565184; 
baos:0.8450980400142568:6,0.8450980400142568; 
bar:0.8450980400142568:3,0.8450980400142568; 
baraddr:0.8450980400142568:3,0.8450980400142568; 
barandal:0.8450980400142568:6,1.2483122772269866; 
barb:0.8450980400142568:6,1.0994978993353877; 
barc:0.3979400086720376:6,0.3979400086720376; 0,0.3979400086720376; 2,0.3979400086720376; 4,0.5177318877571058; 
barr:0.8450980400142568:6,1.4357962207073829; 
barranc:0.8450980400142568:6,1.5592887372501953; 
barrer:0.8450980400142568:6,0.8450980400142568; 
barric:0.8450980400142568:6,1.0994978993353877; 
barrot:0.8450980400142568:6,1.3538977586565184; 
bas:0.8450980400142568:6,1.4357962207073829; 
basndom:0.8450980400142568:6,0.8450980400142568; 
basndos:0.8450980400142568:6,0.8450980400142568; 
bast:0.8450980400142568:6,1.4357962207073829; 
bastant:0.8450980400142568:6,0.8450980400142568; 
basur:0.8450980400142568:6,1.2483122772269866; 
bat:0.8450980400142568:6,0.8450980400142568; 
batall:0.3979400086720376:6,0.757315645927242; 0,0.7075975239978617; 2,0.3979400086720376; 3,0.676088138259007; 
batidor:0.8450980400142568:0,0.8450980400142568; 
bautiz:0.8450980400142568:6,0.8450980400142568; 
bceps:0.8450980400142568:6,1.2483122772269866; 
beb:0.8450980400142568:6,1.5592887372501953; 
bebi:0.8450980400142568:6,0.8450980400142568; 
bebs:0.8450980400142568:6,1.0994978993353877; 
ben:0.8450980400142568:6,2.3598447437470735; 
benny:0.8450980400142568:6,1.2483122772269866; 
berr:0.8450980400142568:6,1.0994978993353877; 
bes:0.8450980400142568:6,1.3538977586565184; 
besti:0.8450980400142568:6,1.9625029744629252; 
bestial:0.8450980400142568:6,1.0994978993353877; 
biciclet:0.8450980400142568:6,1.0994978993353877; 
bienest:0.8450980400142568:6,0.8450980400142568; 
bienven:0.8450980400142568:6,1.2483122772269866; 
bifurc:0.8450980400142568:6,0.8450980400142568; 
bilb:0.6020599913279624:2,0.8893156098068689; 5,1.070553726385782; 
bilis:0.8450980400142568:6,0.8450980400142568; 
billy:0.8450980400142568:6,1.0994978993353877; 
bing:0.8450980400142568:6,0.8450980400142568; 
blanc:0.6020599913279624:6,1.5241021748413799; 3,0.8893156098068689; 
blancuzc:0.8450980400142568:6,0.8450980400142568; 
bland:0.8450980400142568:6,0.8450980400142568; 
blanqusim:0.8450980400142568:6,0.8450980400142568; 
bloc:0.8450980400142568:6,1.5027121365481173; 
bloqu:0.8450980400142568:6,1.905926373760847; 
bloque:0.8450980400142568:6,0.8450980400142568; 
boc:0.8450980400142568:6,2.4297086386132385; 
bocan:0.8450980400142568:6,1.5027121365481173; 
bocot:0.8450980400142568:6,0.8450980400142568; 
bofet:0.8450980400142568:6,0.8450980400142568; 
bol:0.8450980400142568:6,0.8450980400142568; 
bolgraf:0.8450980400142568:6,0.8450980400142568; 
bolit:0.8450980400142568:6,0.8450980400142568; 
bols:0.8450980400142568:6,1.3538977586565184; 
bolsill:0.8450980400142568:6,1.3538977586565184; 
bolsn:0.8450980400142568:5,1.2483122772269866; 
bomb:0.8450980400142568:6,0.8450980400142568; 
bombadil:0.6020599913279624:2,0.6020599913279624; 5,0.7832981079068755; 
bombard:0.8450980400142568:6,0.8450980400142568; 
bonit:0.8450980400142568:6,1.608297617977649; 
boquiabiert:0.8450980400142568:6,0.8450980400142568; 
borboton:0.8450980400142568:6,1.0994978993353877; 
bord:0.6020599913279624:2,0.7832981079068755; 6,1.5531844898071363; 
borom:0.47712125471966244:0,0.47712125471966244; 3,0.47712125471966244; 4,0.8106147001998716; 
borr:0.8450980400142568:6,1.7864893837356755; 
borrach:0.8450980400142568:6,0.8450980400142568; 
borrndol:0.8450980400142568:6,0.8450980400142568; 
borron:0.8450980400142568:6,1.0994978993353877; 
borros:0.8450980400142568:6,1.4357962207073829; 
bosqu:0.3010299956639812:6,0.731913423382341; 0,0.39164905395343774; 2,0.39164905395343774; 3,0.44465780490343443; 4,0.44465780490343443; 5,0.3010299956639812; 
bosquecill:0.8450980400142568:6,0.8450980400142568; 
bosquecit:0.8450980400142568:6,0.8450980400142568; 
bostez:0.8450980400142568:6,1.2483122772269866; 
botell:0.8450980400142568:6,1.0994978993353877; 
botn:0.8450980400142568:6,1.3538977586565184; 
boton:0.8450980400142568:6,0.8450980400142568; 
bram:0.8450980400142568:6,0.8450980400142568; 
bravucn:0.8450980400142568:6,0.8450980400142568; 
braz:0.6020599913279624:0,0.6020599913279624; 6,1.8538518342926573; 
brbol:0.6020599913279624:2,0.6020599913279624; 3,0.7832981079068755; 
bre:0.8450980400142568:5,1.2483122772269866; 
brel:0.8450980400142568:6,0.8450980400142568; 
brev:0.8450980400142568:6,1.3538977586565184; 
brill:0.8450980400142568:6,1.9257702018406655; 
brillant:0.8450980400142568:6,1.8390104579201128; 
brillos:0.8450980400142568:6,0.8450980400142568; 
brinc:0.8450980400142568:6,1.2483122772269866; 
bris:0.8450980400142568:6,1.0994978993353877; 
broch:0.8450980400142568:6,0.8450980400142568; 
brom:0.8450980400142568:6,2.080967721759438; 
brome:0.8450980400142568:6,0.8450980400142568; 
bromist:0.8450980400142568:6,0.8450980400142568; 
bronc:0.8450980400142568:6,0.8450980400142568; 
brot:0.8450980400142568:6,2.054740751652446; 
bruin:0.8450980400142568:5,0.8450980400142568; 
bruj:0.6020599913279624:0,1.110859709970224; 1,0.6020599913279624; 
brum:0.8450980400142568:6,1.2483122772269866; 
brumos:0.8450980400142568:6,0.8450980400142568; 
brun:0.8450980400142568:2,0.8450980400142568; 
brusc:0.8450980400142568:6,2.0115118551903786; 
brusqued:0.8450980400142568:6,0.8450980400142568; 
brutal:0.8450980400142568:6,1.2483122772269866; 
bsic:0.8450980400142568:6,1.2483122772269866; 
bsqued:0.8450980400142568:6,1.5027121365481173; 
buf:0.8450980400142568:6,1.2483122772269866; 
bulbos:0.8450980400142568:6,1.3538977586565184; 
bullici:0.8450980400142568:6,1.0994978993353877; 
bum:0.8450980400142568:6,0.8450980400142568; 
bumbum:0.8450980400142568:6,1.2483122772269866; 
burbuj:0.8450980400142568:6,1.4357962207073829; 
burl:0.8450980400142568:6,1.5592887372501953; 
burlndos:0.8450980400142568:6,0.8450980400142568; 
burlon:0.8450980400142568:6,1.3538977586565184; 
busc:0.3010299956639812:0,0.3010299956639812; 1,0.3010299956639812; 2,0.3010299956639812; 4,0.3010299956639812; 5,0.3010299956639812; 6,0.8363068588568723; 
buscart:0.8450980400142568:6,1.0994978993353877; 
buscndol:0.8450980400142568:6,0.8450980400142568; 
busqu:0.8450980400142568:6,1.0994978993353877; 
c:0.8450980400142568:6,1.2483122772269866; 
caa:0.6020599913279624:6,1.229040862323327; 4,0.6020599913279624; 
caan:0.8450980400142568:6,0.8450980400142568; 
cab:0.8450980400142568:6,1.5592887372501953; 
caba:0.8450980400142568:6,0.8450980400142568; 
cabalg:0.8450980400142568:0,0.8450980400142568; 
cabalgat:0.8450980400142568:0,0.8450980400142568; 
caball:0.47712125471966244:6,0.47712125471966244; 0,0.6207490639591157; 5,0.47712125471966244; 
caballer:0.6020599913279624:6,0.6020599913279624; 3,0.6020599913279624; 
cabec:0.8450980400142568:6,0.8450980400142568; 
cabez:0.8450980400142568:6,2.736466415229947; 
cabl:0.8450980400142568:6,0.8450980400142568; 
cabr:0.8450980400142568:6,0.8450980400142568; 
cabrn:0.8450980400142568:6,1.3538977586565184; 
cabron:0.8450980400142568:6,1.0994978993353877; 
cac:0.8450980400142568:6,0.8450980400142568; 
cacar:0.8450980400142568:6,0.8450980400142568; 
cad:0.8450980400142568:6,1.5027121365481173; 
cadavr:0.8450980400142568:6,1.0994978993353877; 
caden:0.8450980400142568:6,1.4357962207073829; 
cader:0.8450980400142568:6,0.8450980400142568; 
cae:0.6020599913279624:6,0.8893156098068689; 2,0.6020599913279624; 
caen:0.8450980400142568:6,0.8450980400142568; 
caer:0.8450980400142568:6,1.9795768164477876; 
caerl:0.8450980400142568:6,0.8450980400142568; 
caern:0.8450980400142568:6,0.8450980400142568; 
caers:0.8450980400142568:6,1.2483122772269866; 
caes:0.8450980400142568:6,1.2483122772269866; 
caf:0.8450980400142568:6,1.0994978993353877; 
cafs:0.8450980400142568:6,1.0994978993353877; 
caig:0.8450980400142568:6,0.8450980400142568; 
caj:0.8450980400142568:6,2.3937477304509542; 
calabaz:0.8450980400142568:6,0.8450980400142568; 
calc:0.8450980400142568:6,1.2483122772269866; 
calcin:0.8450980400142568:6,0.8450980400142568; 
calcul:0.8450980400142568:6,1.2483122772269866; 
calid:0.8450980400142568:6,0.8450980400142568; 
calidez:0.8450980400142568:6,1.0994978993353877; 
calient:0.8450980400142568:6,1.2483122772269866; 
calific:0.8450980400142568:6,0.8450980400142568; 
call:0.8450980400142568:6,1.9795768164477876; 
calladit:0.8450980400142568:6,0.8450980400142568; 
callart:0.8450980400142568:6,0.8450980400142568; 
callejn:0.8450980400142568:6,1.5592887372501953; 
callejon:0.8450980400142568:6,0.8450980400142568; 
calm:0.8450980400142568:6,2.080967721759438; 
calmndol:0.8450980400142568:6,0.8450980400142568; 
calor:0.8450980400142568:6,1.5592887372501953; 
calqu:0.8450980400142568:6,0.8450980400142568; 
calz:0.8450980400142568:6,1.4357962207073829; 
calzon:0.8450980400142568:6,0.8450980400142568; 
calzoncill:0.8450980400142568:6,0.8450980400142568; 
cam:0.8450980400142568:6,2.2659117145115095; 
cambi:0.8450980400142568:6,2.22553903024968; 
cambiart:0.8450980400142568:6,0.8450980400142568; 
camin:0.3010299956639812:0,0.44465780490343443; 1,0.4822681122428943; 2,0.39164905395343774; 4,0.39164905395343774; 5,0.3010299956639812; 6,0.8507332856031163; 
caminat:0.8450980400142568:6,1.2483122772269866; 
camis:0.8450980400142568:6,1.7864893837356755; 
camp:0.3979400086720376:6,0.676088138259007; 0,0.5177318877571058; 3,0.3979400086720376; 5,0.3979400086720376; 
campament:0.8450980400142568:3,0.8450980400142568; 
campesin:0.8450980400142568:6,0.8450980400142568; 
can:0.8450980400142568:6,0.8450980400142568; 
canch:0.8450980400142568:6,0.8450980400142568; 
cancin:0.8450980400142568:5,0.8450980400142568; 
candidat:0.8450980400142568:6,0.8450980400142568; 
cano:0.8450980400142568:6,0.8450980400142568; 
cans:0.6020599913279624:6,1.292097826549137; 2,0.6020599913279624; 
cansanci:0.6020599913279624:6,0.8893156098068689; 3,0.6020599913279624; 
cant:0.6020599913279624:6,0.7832981079068755; 5,0.6020599913279624; 
cantid:0.6020599913279624:6,1.070553726385782; 1,0.6020599913279624; 
cao:0.8450980400142568:6,1.0994978993353877; 
caos:0.8450980400142568:6,1.4357962207073829; 
cap:0.8450980400142568:6,0.8450980400142568; 
capac:0.8450980400142568:6,1.5027121365481173; 
capital:0.8450980400142568:3,0.8450980400142568; 
capitan:0.8450980400142568:0,0.8450980400142568; 
capitn:0.6020599913279624:6,0.8893156098068689; 1,0.6020599913279624; 
capt:0.8450980400142568:6,1.7864893837356755; 
captor:0.8450980400142568:6,1.2483122772269866; 
captul:0.6020599913279624:3,0.6020599913279624; 6,1.681187316363593; 
captur:0.3979400086720376:6,0.757315645927242; 1,0.3979400086720376; 4,0.3979400086720376; 5,0.3979400086720376; 
capuch:0.8450980400142568:6,1.0994978993353877; 
car:0.6020599913279624:0,0.7832981079068755; 6,1.8311008536512892; 
caracol:0.8450980400142568:6,0.8450980400142568; 
caradhr:0.8450980400142568:4,0.8450980400142568; 
caraj:0.8450980400142568:6,1.3538977586565184; 
caray:0.8450980400142568:6,1.2483122772269866; 
carboniz:0.8450980400142568:6,0.8450980400142568; 
carcaj:0.8450980400142568:6,1.8626974772987799; 
carct:0.8450980400142568:6,0.8450980400142568; 
cardiac:0.8450980400142568:6,0.8450980400142568; 
carec:0.8450980400142568:6,0.8450980400142568; 
carent:0.8450980400142568:6,0.8450980400142568; 
carg:0.6020599913279624:6,1.433029959543608; 2,0.7832981079068755; 
cari:0.8450980400142568:6,1.0994978993353877; 
carn:0.8450980400142568:6,1.6515265144397162; 
carnicer:0.8450980400142568:6,1.608297617977649; 
carrer:0.8450980400142568:6,1.5592887372501953; 
cartel:0.8450980400142568:6,1.2483122772269866; 
cartn:0.8450980400142568:6,0.8450980400142568; 
cas:0.3424226808222063:6,0.8833764150946813; 0,0.44550217894536387; 2,0.3424226808222063; 3,0.3424226808222063; 5,0.44550217894536387; 
casc:0.8450980400142568:6,0.8450980400142568; 
casill:0.8450980400142568:6,1.2483122772269866; 
casta:0.8450980400142568:6,0.8450980400142568; 
castig:0.8450980400142568:6,1.608297617977649; 
castill:0.8450980400142568:6,0.8450980400142568; 
casual:0.8450980400142568:6,0.8450980400142568; 
cataliz:0.8450980400142568:6,1.0994978993353877; 
catapult:0.8450980400142568:6,0.8450980400142568; 
categor:0.8450980400142568:6,0.8450980400142568; 
catstrof:0.8450980400142568:6,1.4357962207073829; 
caus:0.8450980400142568:6,1.6901960800285136; 
causant:0.8450980400142568:6,0.8450980400142568; 
causndol:0.8450980400142568:6,0.8450980400142568; 
cautel:0.8450980400142568:6,1.3538977586565184; 
cav:0.8450980400142568:6,1.0994978993353877; 
cavil:0.8450980400142568:6,0.8450980400142568; 
cay:0.8450980400142568:6,2.068088455892457; 
cayend:0.6020599913279624:6,1.0228818660770116; 0,0.6020599913279624; 
cayer:0.8450980400142568:6,1.0994978993353877; 
cayeron:0.8450980400142568:6,0.8450980400142568; 
cayndol:0.8450980400142568:6,0.8450980400142568; 
cazador:0.8450980400142568:3,1.3538977586565184; 
cdig:0.8450980400142568:6,2.3224883152135876; 
ceguer:0.8450980400142568:6,0.8450980400142568; 
cej:0.8450980400142568:6,1.6515265144397162; 
cel:0.8450980400142568:3,0.8450980400142568; 
celd:0.8450980400142568:6,1.2483122772269866; 
celeborn:0.8450980400142568:4,0.8450980400142568; 
celebr:0.8450980400142568:6,0.8450980400142568; 
celebracin:0.6020599913279624:4,0.6020599913279624; 5,0.6020599913279624; 
cementeri:0.8450980400142568:6,1.7864893837356755; 
cen:0.6020599913279624:6,1.272720716357658; 0,0.6020599913279624; 
centav:0.8450980400142568:6,0.8450980400142568; 
centelle:0.8450980400142568:6,0.8450980400142568; 
centmetr:0.8450980400142568:6,2.068088455892457; 
centr:0.8450980400142568:6,1.8626974772987799; 
ceo:0.8450980400142568:6,1.5027121365481173; 
cer:0.8450980400142568:6,0.8450980400142568; 
cerc:0.8450980400142568:6,1.2483122772269866; 
cercan:0.6020599913279624:6,1.272720716357658; 4,0.6020599913279624; 
cerd:0.8450980400142568:6,1.6515265144397162; 
cerdit:0.8450980400142568:6,1.2483122772269866; 
cerebr:0.8450980400142568:6,1.9445959393496444; 
cerebral:0.8450980400142568:6,0.8450980400142568; 
ceremoni:0.8450980400142568:6,0.8450980400142568; 
cern:0.8450980400142568:6,0.8450980400142568; 
cerr:0.47712125471966244:6,1.3952358021165636; 2,0.47712125471966244; 5,0.6207490639591157; 
cerradur:0.8450980400142568:6,1.0994978993353877; 
cerrndol:0.8450980400142568:6,0.8450980400142568; 
cerrndos:0.8450980400142568:6,1.3538977586565184; 
cerroj:0.8450980400142568:6,1.0994978993353877; 
certez:0.8450980400142568:6,1.0994978993353877; 
ces:0.8450980400142568:6,1.0994978993353877; 
cetrin:0.8450980400142568:6,0.8450980400142568; 
chaparrn:0.8450980400142568:6,0.8450980400142568; 
charl:0.8450980400142568:6,1.6901960800285136; 
charlit:0.8450980400142568:6,0.8450980400142568; 
chasqu:0.8450980400142568:6,1.608297617977649; 
chchar:0.8450980400142568:6,0.8450980400142568; 
chic:0.8450980400142568:6,2.8943607583977347; 
chifl:0.8450980400142568:6,1.4357962207073829; 
chill:0.8450980400142568:6,1.6901960800285136; 
chilln:0.8450980400142568:6,0.8450980400142568; 
chillon:0.8450980400142568:6,1.0994978993353877; 
